id,latitude,longitude,width,height,size,name,description,caption,good
1179,46,-94,604,604,48,397 2105,,1535 1905 1350 1720 925 1369 740 1092 1240 796 611 1758 1925 852 1333 2073 741 1870 131 1907 427 483 853 1408 39 1538 872 502 1797 891 651 540 1317 1391 207 1354 1724 1021 744 1965 596 1151 1318 60 763 1744 764 2133 1911 986 1615 857 6 1375 709 1301 1838 1912 1820 932 303 1265 1302 470 1691 1728 803 174 1950 2080 193 434 656 2136 397 64 804 1174 1914 1951 1396 1304 786 120 712 842 1434 65 805 1120 1749 2119 1324 621 1694 769 177 1250 1620 2138 899 566 1972 807 1029 770 1566 900 197 1455 752 771 1104 1622 919 1363 1474 845 531 1123 957 1105 1253 1697 1216 1309 1679 643 51 828 1365 1143 1513 810 1920 884 1273 2050 1384 274 1939 1976 293 367 737 312 608 830 2125 1126 1903 1644 238 2070 2107 849 1922 1238 1645 2089 720 609 276 887 1257 776 443 1590 1627 295 2071 1368,0
1180,22,114,604,453,11,711 1344 736,1061 177 183 766 51 1344 1224 2006 1451,390 1177 1870 1903 1128 853 523 1920 1898 782 672 1178 2080 2124 392 1602 194 51 1536 1151 711 1410 849 1905 679 635 756 2054 613 1378 1477 1257 509 845 1175 889 1538 1516 1274 1918 763 1011 879 692 1451 1649,0
1181,36,15,720,540,11,,,643 1903 963 408 51 1162 1905 2076 223 740 1489 1544 318,0
1182,39,-119,604,453,21,2020 1130,,1052,1
1183,13,122,604,453,60,1421 1905,,,0
1184,13,122,604,453,60,1421 1905,,,0
1185,46,-123,720,480,5,610 1470 795,,,0
1186,34,-117,604,453,23,1393,,,0
1187,39,-88,401,604,5,1842,,1463 1905,0
1188,59,26,600,405,28,,110,1905,1
1189,42,-70,604,453,32,1332,2040 297 231 1925 121 2107 128 1905 483,1092 1814 1054 712 921 579 741 1368 2109 304 969 846 1302 1340 751 1245 276 1749 1255 609 1445 837 1151 1104 2130 876 705 1123 990 2045 1608 2064 1589 345 1960 687 763 41 915 1077 279 51 792 830 1258 1410 517 973 546 1990 1363 1933 166 242 100 1392 499 2076 1905 24 2029 509 1079 1915 1535 1127 158 614 1944 766 44 1365 1688 795 2030 1916 1707 605 1907 919 948 587 340 397 853 891 236 540 1509 151 1538 740,0
1190,34,-119,720,482,11,687 1627 483,,231 1535 712 36 197 1627,0
1191,51,4,604,453,56,185,1006,,1
1192,37,-5,544,434,49,1616,,1171 1905 1851 1846 1423 807 1770,0
1193,13,122,400,604,21,316 142,1364 1903 1282 2080 78 1905 2092 316 36 1538 142,1182 1661 1672 897 1018 831 34 177 1905 316 1823 998 142 1396,0
1194,1,104,720,537,5,2046 1426,,2068 1365 2064 1712 2086 1905 1476 712 492 2076 746,0
1195,53,-6,540,720,12,2107 557,2035 712,764 1017 962 2080 1140 2125 145 1201 1905 1306 366 399 1368 1170,1
1196,52,20,604,340,37,744 51 568 1829 1956 191,,1140 51 1786,0
1197,46,-123,604,453,36,837,434 1898 2080 194 1559,1391 1028 467 2013 1870 891 2107 1365 1475 51 744 1333 1905 1949 1350 1240 712 613 2137 1950 1598 1428 1274 796 345 1951 1434 367 1913 1429 1011,0
1198,43,-78,604,453,6,,,566 830 6 1887 1569 51 1905 2088 746 213 1918,0
1199,37,-122,512,502,3,,,313 1375 1639 1925 2112 308 1903 2107 1029 611 1348 182 1964 67 683 2135 78 293 51 508 563 849 1905 1350 492 613 195 2054 712 839 1301 977 889 1120 691 1934 174 1445 1951 807 43 1858 384 1649,0
1200,44,-117,453,604,4,,,204 1535 375 766 1306,0
1201,20,-81,720,479,13,679 498,679 1048,414 1125,0
1202,5,-59,720,540,24,978,,,0
1203,31,-92,538,720,19,12 128 1048,,,0
1204,54,-2,604,483,18,1628 1955,,,1
1205,39,-97,604,302,116,159 803 1800,,159 2112 1815 1920 1304 1800 51 370 2070 970 2136 46 1905 1911 1400 476 2001 384 1594,0
1206,34,-119,604,453,35,1391 885 451 1800,1930 902 1221 51 1905,489 891 957 1221 1573 308 1755 1920 303 2008 177 1266 1354 876 1905 2054 1691 1549 2083 1445 483 21,1
1207,60,-95,453,604,36,2087 1901,,687 830 1765 1639 1925 44 1744 2107 1772 1156 1266 177 1624 101 1905 712 8 1053 1174 338 1185 96 1455 355 427 1104 466 499 609,0
1208,-34,-64,604,453,41,81,,709 1644 2145 1309 847 1832 72 276 370 1536 260 315 1817 860 1905 2054 712 1933 30 1592 1917 828 1444 91 1257 1648 735 845 1318 411 1302 290 1368 917 945 2089 1363,1
1209,34,-117,720,514,25,391 1278 670,,1892 1360 926 1905 1333 613 712 1477 438 1516 219 428,1
1210,47,-121,604,452,41,2013,709 737 792 1914 1903 1920 2074 2107 677 1040 2069 78 51 2054 1922 2071 1934 807 1033 1407 1011 2144,1644 2084 121 193 1315 1920 771 540 2119 2075 1107 1679 51 1905 508 1823 2054 36 399 2033 735 1318 1120 87 2045 1693,0
1211,43,-78,604,453,9,,,2143 1302,0
1212,39,-77,604,453,101,1237 2002,,731 1128 1491 1920 666 1866 51 733 1410 1905 1845 712 1262 113 740 1104,0
1213,45,12,453,604,39,2119 1302,968 1612 51 728 2021 740 1698 1302,,1
1214,32,35,604,401,39,964 810 51 2033,,,0
1215,39,-97,720,431,16,1237 2002,,735,0
1216,42,-71,720,540,87,2068 919 1932,,,0
1217,24,121,536,720,74,1491,51 849 1361 1191 174,599 1938 1642 2006 1869,0
1218,39,-107,604,453,8,2107 2014 51 1130 845 483,1426 51 744 1899 712 1873 1538 807 1396 2144,,0
1219,42,-71,604,453,40,978,,2084 1017 412 1034 1672 792 1122 44 1309 462 1914 209 1903 1040 534 122 2080 1123 1134 1090 1365 870 62 2064 1492 51 788 1014 211 1905 915 74 206 41 2054 1306 2010 14 795 817 1829 878 845 614 1274 763 2072 587 1324 1313 499 1236 345 2144 1660 175 1396 32,0
1220,46,14,720,480,12,454,2107 166 51 1976 1905 437 454 2094,2099 617 969 2090 1292 1131 1169 276 1369 172 1445 267 1920 324 1702 524 1569 1018 1265 847 857 78 1370 962 1361 392 1019 297 1979 1162 1903 887 1913 1951 317 51 963 830 137 1363 1933 166 1914 71 1962 2076 1905 689 72 1364 2029 1982 215 1175 1365 368 1318 7 1052 1081 378 454 1784 2107 1138 65 1813 2060 597 2136 1956 740 1576 1804,0
1221,28,84,396,604,12,643,,2040 792 1299 991 1030 469 1905 889 763 1363,0
1222,39,-96,640,480,15,,,51 366,0
1223,39,-77,604,453,27,941 2070 1328,1085 24 2137,,0
1224,42,-88,604,453,15,1081 1301 1092,177 128 1905 1669 2033 2105,49 2029 1133 1309 22 1738 72 1920 1634 787 276 51 392 1905 1350 184 272 740 1340 1324 1170 131 197,0
1225,45,16,453,604,68,454,1920 1838 1426 1118 454 740,,1
1226,23,-102,535,627,31,1435 1499,,1207,0
1227,36,138,312,396,16,,1116 1908 1644 1749 748 853 469 51 1905 1916 1630 1240 2120 712 1598 207 1143 1682 1935 1011 87,1749 979 1981 1668 1151 51 398 1905 1130 1438 833 712 1367 614 1324,0
1228,35,105,604,453,3,1919 2107,2073 78 1905 1048 361 1363,891 2046 1909 1415 51 1088,0
1229,40,-105,604,453,36,2068 906,,1391 501 370,0
1230,39,-77,540,720,49,19,2035 2107 2086 1905 294 1422 1950 1433 2055,,1
1231,31,-92,478,720,43,1949 849 1905,,1350 1048,0
1232,15,100,604,452,3,1905,,1897 712,0
1233,49,2,453,604,12,2135 1390,,2128 1611 121 44 325 1277 166 915 2054 146 1829 1390 1720 65,1
1234,22,98,720,541,4,2046 1426,,1292 220 1601 2107 51 1905 1939 1010,1
1235,44,-85,535,604,11,1829,,1512 462 22 1309 11 1606 1211 2064 1052 1905 1207 1257 1873 36 87 1517,0
1236,45,-111,604,453,34,110 1251,,,1
1237,53,-8,604,453,6,959,,,0
1238,47,-91,540,720,27,1314 1689 116 1905,,,1
1239,15,30,720,537,5,222 1658 2143 1302,1617,1667 853 926 416 543,0
1240,23,-102,453,604,33,1006 300,1976 51 64 1363,1061 1463 803 88 1452 1309 1040 1772 1596 1624 161 1140 1212 1905 1768 217 668 712 2060 36 146 1257 300 526 807 1412 1484 1110 2144 65 1891 1363,0
1241,36,-80,604,453,17,1314,1435 643 2013 919 161 1993 1257,2106 1369 2029 1738 2107 919 51 161 200 13 1993 1905 833 1702 1361 2054 36 2126 1763 740 1318 1912 1351 1918 1159 1566 1858,1
1242,39,-77,453,604,63,1237 2002,,1589 2029 1920 2080 161 915 1905 1938 844 751 1631 740 2083 158 1462 2034,0
1243,34,-117,720,480,9,1288,1309 1288 1905,1215 1056 891 308 957 2052 864 1178 1387 2097 326 2064 51 480 453 2026 915 1905 998 223 1994 1840 1593 1670 785 1445 1148 1544 741 1907 1517,0
1244,31,-92,604,453,126,1237 2002,,1369 1193 979 792 2096 1392 1365 51 1811 1569 79 1124 145 1905 1922 1350 839 1092 1048 158 1324 917 1363 1088 2023 2144,0
1245,34,-118,604,403,55,2068 726,1006,869 2080 876 24 1905 531,0
1246,56,38,448,720,27,27 1118 1933,,,0
1247,43,13,403,604,17,1426,,1710 2024 968 584 166 51 1041 740 1131 1857 26 2089,0
1248,-35,-56,480,640,22,2005,,,1
1249,-13,-74,604,402,54,,1419 2069 51 2119 1905 207 439,1700 541 1434 2080 1605 712 921 370 275 2090 893 1710 38 1644 1587 1302 1492 29 276 561 1369 704 438 1350 1426 2072 1274 609 1920 1949 1569 1664 1075 1151 1446 629 1104 686 2054 78 572 2064 31 1019 2083 829 430 2140 1637 1447 1257 1694 1903 687 849 1077 51 1419 830 916 441 270 1771 1496 1363 356 1914 2076 670 1240 1905 1525 1050 566 2029 1440 2105 1934 1554 91 766 120 1811 1887 671 1935 453 396 1840 833 1536 1023 1223 1660 330 957 796 207 2107 1518 1642 483 1927 46 1832 740 531 1538 265 1671 949 1823,1
1250,37,-122,402,604,10,787 45 1698 807,,787,0
1251,12,-15,572,399,2,1396,995 830 924 876 51 744 1905 1124 2131 1719 2126 1092 1274 829 1924 2144,60 1644 924 1364 1441 1749 1304 78 1178 1360 464 1905 596 2131 1130 1174 712 338 218 807 1423 1066 1011 1396,0
1252,35,105,720,540,149,907 1043 361 2033,907 51 1043 361 372,1794 129 1905 240 1443 740 2146 1258 1369 370 1092 907 1277 722 1296 297 371 1833 871 945 242 853 1778 1723 891 558 77 817 1428 1539 1391 1058 96 1040 448 1891 1873 763 430 541 246 1023 1245 265 709 6 820 561 1912 469 617 2060 506 710 1043 784 766 692 1802 1950 1691 341 1784 1821 1932 1340 989 27 434 1174 1544 1951 249 656 1785 712 1804 472 1212 916 361 2137 1749 1194 1564 1435 214 1990 1324 29 2046 1917 1029 807 1344 382 1085 993 1363 1400 2140 771 1474 679 1123 624 661 291 365 1808 125 14 51 1587 1957 995 1920 1217 551 1088 792 1939 200 1329 1810 830 1348 1089 1533 1274 1182 2144 1589 183 257 1423 2126 1164 1627 184 517 36 73 887 1368,0
1253,42,-71,540,720,59,643 737 51 222 1340 334,,1263 1396 1434 1092 921 712 408 855 475 466 1302 1112 286 1920 1445 343 1132 1949 334 1455 448 2054 1351 1123 1152 2045 1950 1361 1779 563 1855 1143 687 1960 535 193 1903 22 184 1913 146 222 469 51 830 631 1363 1572 1610 1933 128 166 1914 442 366 499 1544 1126 1620 1905 737 1193 509 72 2029 481 443 2134 158 1697 2096 44 643 1365 206 833 1717 957 1679 1993 473 587 36 1784 2107 1091 692 483 597 1300 540 2041 702 740 531 1158 1823 1766,0
1254,15,19,720,540,35,,,335,0
1255,34,-118,589,417,6,1905,,645 51 62 1905 1196 993 389 631,0
1256,35,111,604,453,5,1446 297 174 186,,979 183 370 1674 234 592 1571 361 257 807 1891,1
1257,37,-76,720,482,48,1905 712 1153,,1985 830 1914 1920 1365 1778 1569 51 1905 1245 1130 712 41 2076 36 817 829 807,0
1258,33,-80,720,538,2,,,1100 540 1123 51 1905 740 1587,0
1259,36,-120,604,550,143,1435 1499,,104 1754 51 1811 288,0
1260,17,-95,600,400,56,737,,2068 1612 222 728 1504 1207 283 1565 1208 2105 1396,0
1261,35,-90,604,453,9,687,1396,764 1903 847 1348 1920 1905 2092 1350 1318 554 1693 2144 1396,0
1262,47,9,300,300,6,491,,566 313 1193 891 1744 705 601 2141 51 2064 1729 1905 2043 724 735 367,1
1263,62,10,700,525,86,1117 1838 1528,1257,1369 1749 1903 347 1040 166 51 436 1316 1905 712 1955 1262 2054 36 1917 207 796 1445 2083 1693 1605,0
1264,11,-10,453,604,68,1237 2002,,1933,0
1265,43,-71,604,453,9,1050 1309 166,,,0
1266,45,16,604,453,50,606,,808 368 1611 1644 1925 1133 1826 1914 968 297 2107 1920 226 606 2080 540 51 1052 876 2064 1212 376 1905 2054 1257 1620 14 1092 36 2060 454 152 1912 620 763 1962 224 1770 1935 1011 406 2144,1
1267,-45,168,540,720,114,2150 1166 1302,,370 1548 921 2023 1396 1434 845 712 161 731 1805 855 551 1900 1007 247 1292 1131 1340 1264 1302 1815 1644 1369 875 1274 932 1008 1920 248 752 1873 1569 1702 2082 1075 1512 1104 2130 1066 553 2054 1845 211 240 2064 411 1950 392 297 962 1314 668 1257 1143 1903 22 2150 773 51 830 194 1011 384 1885 1334 2075 1277 755 1306 1363 2123 822 1582 2076 1905 423 1573 1763 2029 975 595 1982 1051 2077 643 2144 1394 1527 1052 881 1128 1081 549 1898 1385 1632 36 777 2107 1974 2136 483 559 1889 540 825 2089 1804 1101 740 1025 1766,1
1268,30,-90,720,479,76,34 240,,,0
1269,42,12,720,392,1,1237 1426 404,,1061 484 825 2019 2125 1905 2054 712 1955 855 966 483,1
1270,16,-87,604,453,36,,,,1
1271,40,-105,220,263,22,1435 1499,,402 1871 1905 228 1037,0
1272,-10,-55,604,453,42,,,2064 1905 31,0
1273,10,8,604,453,41,1166,,1589 830 687 1171 1072 2123 748 561 1903 1914 1469 1304 2140 2107 1337 1574 2003 1640 166 1926 925 1112 29 2108 1217 161 392 304 1976 51 1817 1905 1262 162 1328 74 921 305 916 740 410 773 1059 31 2143 537 317 20 1021 735 1302 807 1363 780 2034 483 2144 2111 1011,1
1274,46,-113,720,537,37,1237 2002,,1919 2029 1105 1397 380 303 2107 1277 381 722 1410 79 1938 1905 2092 1592 382 932 1092 2060 740 2121 1412 1434 807 2105 483 1539,1
1275,19,-72,720,360,47,2046 1426,,1908 1061 1479 924 297 1920 2107 842 1887 23 1211 397 177 67 51 733 1245 1905 404 712 503 1279 1257 834 796 1533 323 1500 648 1429,0
1276,39,22,377,604,5,2046 1426,,236 1138 808 792 572 1903 957 737 721 1348 2107 1282 2096 853 2074 1189 969 276 51 128 2009 1124 860 244 2136 1905 195 1361 2054 2065 712 784 1340 438 1912 1907 169 125 1104 1302 1990 2089 978 1253 483 186 87 2144 1143,0
1277,-21,56,604,403,38,643 1559,,,0
1278,20,77,453,604,4,803,,654 469 1069 1240 1263,0
1279,32,35,604,453,7,,,,0
1280,39,-121,403,604,22,1445 1302,,2084 1903 919 1905 756 1489 1280,0
1281,4,-72,604,453,9,687 2071,,1369 2029 786 540 2031 1905 740 1010 1973 1951,1
1282,37,-122,604,453,23,,1871 1905 1433,1215 1303 984 1369 748 121 957 2107 886 6 1920 991 425 51 469 2070 585 1905 503 1152 1141 206 1691 712 949 740 845 537 1769 438 2022 873 213 466 1363 1704 692,0
1283,-12,-77,720,540,4,,,,0
1284,47,13,604,453,36,1276,,687 115 2107 540 1123 1905 189 1724 483,1
1285,36,140,604,453,13,1941,,,0
1286,47,-120,360,270,17,1104,1582,,0
1287,42,-73,640,480,45,,,214 891 281 985 1029 1095 232 865 51 480 772 1993 1905 1933 113 482 1104 1159 2144,0
1288,-10,-55,480,360,25,2046 1426,,276 51 1536 1130 712 1229 234 482 543 2144,0
1289,-29,24,604,453,7,52,1287 1766 1348 980 51 52 20 1176,1749 622 166 52 1438 795,0
1290,29,77,604,453,22,206 1396,903 744 1734 206 868 1396,,0
1291,18,-78,720,540,71,2068,,427 2023 769 142 1396 1757 1453 1985 1330 741 475 1007 1463 1302 561 1017 1578 87 334 135 857 1389 2054 1845 2045 22 1371 250 79 744 1200 1029 687 1495 830 2084 146 393 469 51 1172 479 1866 517 1363 1990 2142 1715 917 746 993 1240 1905 1069 1943 1535 908 766 842 443 177 1925 44 548 833 111 2068 643 434 824 615 121 1423 36 1993 1860 2107 891 483 1927 540 1908 474 1348 1424,0
1292,59,25,700,531,22,295,,,0
1293,43,-85,604,453,100,1237 2002,,1584 1128 1920 1832 2080 540 1211 166 51 1124 1724 1092 1318 1808 2023 1011 483,1
1294,-27,133,604,453,4,1237 2002,1237 2002,757 114 1951,0
1295,34,-119,720,405,21,303,,,0
1296,42,-71,604,453,16,899 1020 1396,,,0
1297,35,105,403,604,60,292 1057 361,744,,1
1298,50,16,720,540,173,1486,,1644 1914 1551 1905 1509,0
1299,46,-111,604,453,7,2070,,,0
1300,35,105,604,453,37,1393 1905 2136 361,,,0
1301,-21,56,604,393,7,643,,643 182 2107 336 226 1717 51 1569 1240 1559 36 443 2082 1868 87,0
1302,27,-80,720,540,18,1932 483,,2128 1193 297 1903 1749 957 1920 2107 2041 1040 2080 2135 2064 1096 128 1932 1019 51 986 1525 1905 541 1410 2043 712 36 828 1257 752 1324 763 483 175,0
1303,30,-98,720,480,65,,1402 1314 1287 1903 2123 193 1348 2146 45 51 1058 1905 2054 1059 1895 113 740 944 955 1709 1445 1368 1088 1407 10 1891 2078,,1
1304,43,-71,604,404,39,903,2123 656 1905 1262 1445,1006 1744 161 447 211 1905 52 2099 779 686 389 1544 1632,1
1305,37,-122,540,720,19,206 1396,,,0
1306,28,-82,604,453,24,643 639,,700,0
1307,35,-97,720,539,22,1166,,1441 902 407 1914 1920 177 766 1905 1949 921 1911 861 1796 1104 2144 1011 1572 384,1
1308,-23,17,604,453,52,,78 1948 1475 1349 1426 744 1498 712 405 1913,,0
1309,42,-71,604,453,1,2029 265 740,2029 1903 853 6 193 1348 222 1916 1905 1108 2144,222,1
1310,14,15,540,720,127,1237 2002,,1754 1721 335 792 1920 259 51 1031 1340 2116 1253,0
1311,37,25,604,453,20,1009 906,,,0
1312,34,-112,604,431,6,1696 125,,2107 1799 177 1684 1679 1492 51 1905 2043 1158 664 125 769 428 230 197 1352,0
1313,37,-122,405,720,35,1332 1855 1140,709 1061 1710 276 1855 128 2075 1118 1933 207 174,,0
1314,31,36,604,453,56,121 78,1017 2068 51 608 2137 328 999 1302,1605 807 845 1092 2137 712 921 2118 1985 313 1900 969 1672 2128 1302 466 656 276 1017 1407 1274 476 1217 1920 1749 999 828 1151 1693 230 1104 344 1085 2007 544 829 1437 2064 687 839 1143 1352 1789 1903 1267 1913 2065 51 336 1837 374 1296 878 745 232 517 1363 1914 1905 632 614 804 2049 2068 852 1318 587 1642 483 597 1433 1870 1937 474 1120,0
1315,40,-87,604,453,44,880 1320 276 51 546 763,,368 1105 429 165 297 946 1903 919 1623 2151 842 749 672 1904 969 2080 1536 51 73 920 673 1212 1091 1960 1905 547 784 14 146 399 1092 1752 289 1257 1450 1054 2077 1923 548 251 1318 1769 1274 1538 383 2028 807 1203 290 65 1088 1352 1011,1
1316,40,-106,604,453,15,2137 1302,,,0
1317,-22,17,604,401,23,1006 1284,,456 601 1085 1905 365 1845 1428 1274 609 1115 703 65,1
1318,-20,58,604,453,15,2040 297 866,,2040 1985 1903 1458 193 1975 1920 716 2146 1981 1663 1553 1905 712 135 289 878 2039 1159 2083 1324 1990 2144,1
1319,35,105,604,453,7,361,,1936 1535 370 51 1333 1949 1444 1829 999 1274 1241 1583,1
1320,39,-77,604,604,3,743 1256 1692,2107 1871 1349 1905,1691,0
1321,28,85,404,603,49,491,2123 1364 1749 1926 177 12 1299 2003 722 370 51 233 1905 712 305 1302 1363,1306 2043 737 2144 168 436 101 1039 2111 1810 1140 135 671 1944 370 2146 572 36 1912 1041 2080 1410 1611 740 841 406 1143 1746 540 1076 842 1378 1914 1780 909 38 2015 608 809 2082 876 441 508 709 1982 1011 2083 6 207 1815 643 40 1112 1347 677 1749 1950 208 945 845 1917 41 1850 276 1348 2085 1516 712 1248 42 1885 2086 880 1919 1048 43 2053 613 1685 1920 1451 1652 1317 2054 11 748 949 78 614 815 1318 1553 2089 146 615 2123 649 1219 1487 2023 1152 817 1018 1554 1923 1052 1990 1655 1320 1823 14 1086 1153 483 517 919 1120 1891 685 853 1791 2059 887 485 1758 2060 1926 519 151 687 1324 1257 51 1123 1056 889 387 1660 1325 1057 1258 1962 1627 823 2096 354 1426 555 1460 1159 1092 1997 2064 1729 188 724 1796 925 1495 1361 1797 89 22 257 1597 1128 1162 1363 1765 559 1933 1464 560 1029 828 1900 24 1297 426 962 2035 1365 2136 193 629 830 763 2070 663 529 194 1266 1333 462 1434 1367 1903 429 630 1702 128 664 1937 731 1535 497 1569 1435 866 732 1369 1972 29 1101 766 1302 967 297 1905 197 1671 2107 499 332 2141 2007 1873 1203 1907 1974 567 232 1304 969 2041 1572 534 65 2075 1975 568 1104 1908 2076,1
1322,18,-67,480,360,86,1237 2002,,1565,0
1323,40,-124,453,604,4,161 1905,,,0
1324,1,38,604,453,43,1393 1604 1022,,,1
1325,37,-122,405,720,23,1166 903 1972,1782 1933 1972,,0
1326,37,-122,604,453,4,1744 887,,,0
1327,42,-83,720,540,113,,,247 467 2134 891 523 1348 1920 831 1535 875 309 78 122 1717 463 51 1118 596 1905 1240 1130 833 822 1933 795 1092 443 1917 212 1428 1538 1813 334 125 1308 1715 1649,0
1328,51,0,604,453,11,29 1631,,,1
1329,38,127,604,453,196,957 1905 1302,,1440 1976 1306 703 737 2111 1776 1274 1140 671 537 772 1040 1777 672 1744 1644 1309 1845 1175 907 2080 204 740 439 1143 2148 741 239 1043 1110 1077 72 675 876 2049 776 1312 508 1044 173 709 1982 73 1011 1949 308 1045 174 2084 1749 744 845 175 41 1314 1951 745 1817 1683 712 679 1349 880 2053 345 1953 546 211 2020 613 278 1350 1920 245 2054 1552 547 748 815 916 1318 2089 12 1687 2123 917 1118 1688 1554 1722 14 1086 751 1153 483 517 1589 919 1455 1120 1656 1924 953 1489 1590 250 786 1724 853 1925 1691 586 1122 452 1591 1692 687 1223 1257 51 1123 453 1525 1391 1592 721 554 420 1492 822 1559 588 1627 2029 86 1694 2096 354 790 120 723 958 623 891 1126 1327 2064 121 1729 1059 1361 892 792 859 156 22 558 994 1262 90 1363 492 1765 23 1631 1296 1832 995 1933 1062 1029 1766 359 1833 1934 1130 293 829 1365 1566 159 1968 1298 796 830 160 763 529 730 1802 395 1869 1903 128 1200 1803 1468 1535 1368 2105 1301 330 1972 230 1302 297 1905 2107 164 767 734 935 1739 835 31 1639 232 1304 1840 534 735 2008 65 903 1037 1272,1
1330,43,-92,720,540,24,2046 1426,,1903 1870 957 891 6 919 265 650 546 51 1509 1905 184 712 2054 1994 740 889 1505 614 1340 1324 1225 2083,0
1331,38,-80,402,604,37,899 1396,924 880 78 1426 117 51 1668 695 1905 1669 404 2131 411 43,924 880 1040 1458 1409 78 1426 117 51 1668 695 1905 1867 1669 404 2131 411 2144 43,0
1332,50,20,604,404,26,1006,1435 740 1257 1527,,1
1333,10,-84,604,453,28,83,,704 875 1679 2092 1295 432 1769 1560 1681,0
1334,30,-99,453,604,19,1254,1281 1193 687 875 51 1459 1905 807,1248 1369 1809 1193 572 341 330 853 875 1832 1920 2080 804 535 51 128 838 1861 640 2147 871 1333 1905 1504 921 470 107 1933 712 740 1367 1697 1186 2066 1313 763 1104 125 807 505 2144 1913 1561 1693,0
1335,38,-84,453,604,60,1544 1572,121 2070 740 1433 1363,,1
1336,43,13,604,453,16,968,,,1
1337,54,10,720,540,73,,,,1
1338,51,9,604,453,34,762,2013 177 1838 766 1443 680 367 1011 1363 87,712 1947 807 1301 1092 921 1824 266 133 1492 1834 1093 67 1644 1749 1350 1445 1920 951 2120 1740 1949 1094 857 2111 230 762 2016 2054 420 1085 1722 1589 1912 2064 2140 953 1143 345 1257 1162 649 2112 687 830 1913 317 469 308 175 1011 270 1363 223 14 508 1458 1914 1905 1934 509 756 1611 120 1621 25 2144 1365 2030 1242 197 1318 1584 2050 587 853 1262 1509 740 531 2146,0
1339,31,36,604,483,158,643 737 51,,1017 2107 51 999 1984,0
1340,-10,-55,720,540,33,2107 744 2070,,742 1116 1903 792 297 875 2118 853 2107 650 744 1679 689 51 1905 475 112 442 2054 921 1130 1933 1350 1240 36 1840 1004 1257 1092 2148 2049 394 1153 1318 1241 466 1445 279 483 1858 1561 571 2144,0
1341,48,19,720,476,93,256,,1474 1672 1151 1905 1933 1125 1048 1258 1880 43,1
1342,33,-117,453,604,10,1435 1527,,1303 1694 297 6 2063 1348 1035 29 51 1905 1790 624 569 712 1933 404 1257 1796 685 405 900 845 1632 741 367 1363 1011 681 2144 1682,0
1343,40,-4,720,478,75,,1838,2029 1171 148 72 1277 601 1905 321 740 916 1951 1060 1148,0
